adm_cd,adm_nm,year,m_pop,fm_pop
4311256000,충청북도 청주시 서원구 분평동,201804,16808,17471
4311257000,충청북도 청주시 서원구 수곡1동,201804,7814,7760
4311258000,충청북도 청주시 서원구 수곡2동,201804,7458,7556
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201804,24226,25070
4311325000,충청북도 청주시 흥덕구 오송읍,201804,10973,11079
4311331000,충청북도 청주시 흥덕구 강내면,201804,5433,5201
4311332000,충청북도 청주시 흥덕구 옥산면,201804,6463,6076
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201804,9710,9694
4311374100,충청북도 청주시 흥덕구 복대1동,201804,26795,26198
4311374200,충청북도 청주시 흥덕구 복대2동,201804,9141,8800
4311374700,충청북도 청주시 흥덕구 가경동,201804,25032,26106
4311375100,충청북도 청주시 흥덕구 봉명1동,201804,6229,5529
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201804,14157,12797
4311376000,충청북도 청주시 흥덕구 강서제1동,201804,12273,12043
4311377000,충청북도 청주시 흥덕구 강서제2동,201804,2006,1804
4311425000,충청북도 청주시 청원구 내수읍,201804,10820,10316
4311425300,충청북도 청주시 청원구 오창읍,201804,33624,30309
4311431000,충청북도 청주시 청원구 북이면,201804,2615,2313
4311451000,충청북도 청주시 청원구 우암동,201804,6739,6576
4311452000,충청북도 청주시 청원구 내덕1동,201804,5012,4863
4311453000,충청북도 청주시 청원구 내덕2동,201804,6499,6140
4311454000,충청북도 청주시 청원구 율량.사천동,201804,24584,25402
4311455000,충청북도 청주시 청원구 오근장동,201804,9317,9688
4311131000,충청북도 청주시 상당구 낭성면,201805,1207,1130
4311132000,충청북도 청주시 상당구 미원면,201805,2694,2573
4311133000,충청북도 청주시 상당구 가덕면,201805,2207,2042
4311134000,충청북도 청주시 상당구 남일면,201805,3813,3640
4311135000,충청북도 청주시 상당구 문의면,201805,2280,2135
4311152500,충청북도 청주시 상당구 중앙동,201805,3191,3217
4311154500,충청북도 청주시 상당구 성안동,201805,3035,3008
4311162000,충청북도 청주시 상당구 탑대성동,201805,5019,5138
4311167000,충청북도 청주시 상당구 영운동,201805,5685,5839
4311168000,충청북도 청주시 상당구 금천동,201805,15986,16396
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201805,6764,6994
4311172000,충청북도 청주시 상당구 용암1동,201805,22275,22101
4311173000,충청북도 청주시 상당구 용암2동,201805,11543,11793
4311231000,충청북도 청주시 서원구 남이면,201805,5446,5098
4311232000,충청북도 청주시 서원구 현도면,201805,1880,1792
4311251000,충청북도 청주시 서원구 사직1동,201805,4627,4434
4311252000,충청북도 청주시 서원구 사직2동,201805,7590,7936
4311253000,충청북도 청주시 서원구 사창동,201805,8022,8185
4311254000,충청북도 청주시 서원구 모충동,201805,8312,8331
4311255000,충청북도 청주시 서원구 산남동,201805,14620,14635
4311256000,충청북도 청주시 서원구 분평동,201805,16796,17492
4311257000,충청북도 청주시 서원구 수곡1동,201805,7815,7730
4311258000,충청북도 청주시 서원구 수곡2동,201805,7432,7536
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201805,24232,25028
4311325000,충청북도 청주시 흥덕구 오송읍,201805,10988,11137
4311331000,충청북도 청주시 흥덕구 강내면,201805,5426,5199
4311332000,충청북도 청주시 흥덕구 옥산면,201805,6444,6081
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201805,9725,9684
4311374100,충청북도 청주시 흥덕구 복대1동,201805,26806,26190
4311374200,충청북도 청주시 흥덕구 복대2동,201805,9131,8803
4311374700,충청북도 청주시 흥덕구 가경동,201805,25025,26073
4311375100,충청북도 청주시 흥덕구 봉명1동,201805,6201,5518
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201805,14131,12760
4311376000,충청북도 청주시 흥덕구 강서제1동,201805,12377,12125
4311377000,충청북도 청주시 흥덕구 강서제2동,201805,2009,1806
4311425000,충청북도 청주시 청원구 내수읍,201805,10815,10292
4311425300,충청북도 청주시 청원구 오창읍,201805,33825,30485
4311431000,충청북도 청주시 청원구 북이면,201805,2607,2301
4311451000,충청북도 청주시 청원구 우암동,201805,6744,6575
4311452000,충청북도 청주시 청원구 내덕1동,201805,4981,4844
4311453000,충청북도 청주시 청원구 내덕2동,201805,6498,6119
4311454000,충청북도 청주시 청원구 율량.사천동,201805,24586,25403
4311455000,충청북도 청주시 청원구 오근장동,201805,9311,9726
4311131000,충청북도 청주시 상당구 낭성면,201806,1203,1136
4311132000,충청북도 청주시 상당구 미원면,201806,2691,2580
4311133000,충청북도 청주시 상당구 가덕면,201806,2213,2048
4311134000,충청북도 청주시 상당구 남일면,201806,3826,3639
4311135000,충청북도 청주시 상당구 문의면,201806,2272,2133
4311152500,충청북도 청주시 상당구 중앙동,201806,3179,3216
4311154500,충청북도 청주시 상당구 성안동,201806,3030,2996
4311162000,충청북도 청주시 상당구 탑대성동,201806,4995,5121
4311167000,충청북도 청주시 상당구 영운동,201806,5672,5836
4311168000,충청북도 청주시 상당구 금천동,201806,15943,16382
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201806,6860,7090
4311172000,충청북도 청주시 상당구 용암1동,201806,22269,22099
4311173000,충청북도 청주시 상당구 용암2동,201806,11514,11786
4311231000,충청북도 청주시 서원구 남이면,201806,5426,5073
4311232000,충청북도 청주시 서원구 현도면,201806,1884,1787
4311251000,충청북도 청주시 서원구 사직1동,201806,4616,4431
4311252000,충청북도 청주시 서원구 사직2동,201806,7582,7936
4311253000,충청북도 청주시 서원구 사창동,201806,7996,8160
4311254000,충청북도 청주시 서원구 모충동,201806,8306,8335
4311255000,충청북도 청주시 서원구 산남동,201806,14626,14640
4311256000,충청북도 청주시 서원구 분평동,201806,16777,17473
4311257000,충청북도 청주시 서원구 수곡1동,201806,7793,7685
4311258000,충청북도 청주시 서원구 수곡2동,201806,7437,7537
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201806,24264,25004
4311325000,충청북도 청주시 흥덕구 오송읍,201806,11007,11150
4311331000,충청북도 청주시 흥덕구 강내면,201806,5421,5211
4311332000,충청북도 청주시 흥덕구 옥산면,201806,6432,6084
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201806,9689,9662
4311374100,충청북도 청주시 흥덕구 복대1동,201806,26801,26145
4311374200,충청북도 청주시 흥덕구 복대2동,201806,9114,8795
4311374700,충청북도 청주시 흥덕구 가경동,201806,24956,25997
4311375100,충청북도 청주시 흥덕구 봉명1동,201806,6187,5486
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201806,14116,12774
4311376000,충청북도 청주시 흥덕구 강서제1동,201806,12445,12162
4311377000,충청북도 청주시 흥덕구 강서제2동,201806,2005,1807
4311425000,충청북도 청주시 청원구 내수읍,201806,10803,10285
4311425300,충청북도 청주시 청원구 오창읍,201806,33962,30577
4311431000,충청북도 청주시 청원구 북이면,201806,2623,2306
4311451000,충청북도 청주시 청원구 우암동,201806,6756,6575
4311452000,충청북도 청주시 청원구 내덕1동,201806,4976,4825
4311453000,충청북도 청주시 청원구 내덕2동,201806,6487,6120
4311454000,충청북도 청주시 청원구 율량.사천동,201806,24642,25426
4311455000,충청북도 청주시 청원구 오근장동,201806,9318,9749
4311131000,충청북도 청주시 상당구 낭성면,201807,1198,1134
4311132000,충청북도 청주시 상당구 미원면,201807,2690,2585
4311133000,충청북도 청주시 상당구 가덕면,201807,2207,2042
4311134000,충청북도 청주시 상당구 남일면,201807,3855,3671
4311135000,충청북도 청주시 상당구 문의면,201807,2275,2135
4311152500,충청북도 청주시 상당구 중앙동,201807,3188,3225
4311154500,충청북도 청주시 상당구 성안동,201807,3025,2989
4311162000,충청북도 청주시 상당구 탑대성동,201807,4990,5110
4311167000,충청북도 청주시 상당구 영운동,201807,5663,5824
4311168000,충청북도 청주시 상당구 금천동,201807,15943,16385
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201807,6906,7151
4311172000,충청북도 청주시 상당구 용암1동,201807,22258,22073
4311173000,충청북도 청주시 상당구 용암2동,201807,11500,11799
4311231000,충청북도 청주시 서원구 남이면,201807,5439,5092
4311232000,충청북도 청주시 서원구 현도면,201807,1888,1788
4311251000,충청북도 청주시 서원구 사직1동,201807,4625,4427
4311252000,충청북도 청주시 서원구 사직2동,201807,7588,7951
4311253000,충청북도 청주시 서원구 사창동,201807,8008,8136
4311254000,충청북도 청주시 서원구 모충동,201807,8302,8325
4311255000,충청북도 청주시 서원구 산남동,201807,14610,14611
4311256000,충청북도 청주시 서원구 분평동,201807,16790,17469
4311257000,충청북도 청주시 서원구 수곡1동,201807,7762,7673
4311258000,충청북도 청주시 서원구 수곡2동,201807,7421,7528
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201807,24220,25016
4311325000,충청북도 청주시 흥덕구 오송읍,201807,11007,11136
4311331000,충청북도 청주시 흥덕구 강내면,201807,5433,5228
4311332000,충청북도 청주시 흥덕구 옥산면,201807,6419,6077
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201807,9670,9650
4311374100,충청북도 청주시 흥덕구 복대1동,201807,26815,26095
4311374200,충청북도 청주시 흥덕구 복대2동,201807,9103,8772
4311374700,충청북도 청주시 흥덕구 가경동,201807,24933,25996
4311375100,충청북도 청주시 흥덕구 봉명1동,201807,6164,5454
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201807,14095,12729
4311376000,충청북도 청주시 흥덕구 강서제1동,201807,12523,12212
4311377000,충청북도 청주시 흥덕구 강서제2동,201807,2027,1801
4311425000,충청북도 청주시 청원구 내수읍,201807,10800,10262
4311425300,충청북도 청주시 청원구 오창읍,201807,34131,30705
4311431000,충청북도 청주시 청원구 북이면,201807,2621,2308
4311451000,충청북도 청주시 청원구 우암동,201807,6771,6591
4311452000,충청북도 청주시 청원구 내덕1동,201807,4979,4821
4311453000,충청북도 청주시 청원구 내덕2동,201807,6477,6109
4311454000,충청북도 청주시 청원구 율량.사천동,201807,24670,25432
4311455000,충청북도 청주시 청원구 오근장동,201807,9326,9743
4311131000,충청북도 청주시 상당구 낭성면,201808,1209,1136
4311132000,충청북도 청주시 상당구 미원면,201808,2681,2575
4311133000,충청북도 청주시 상당구 가덕면,201808,2200,2041
4311134000,충청북도 청주시 상당구 남일면,201808,3861,3676
4311135000,충청북도 청주시 상당구 문의면,201808,2262,2123
4311152500,충청북도 청주시 상당구 중앙동,201808,3159,3214
4311154500,충청북도 청주시 상당구 성안동,201808,3026,2975
4311162000,충청북도 청주시 상당구 탑대성동,201808,4968,5098
4311167000,충청북도 청주시 상당구 영운동,201808,5676,5828
4311168000,충청북도 청주시 상당구 금천동,201808,15902,16355
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201808,6934,7189
4311172000,충청북도 청주시 상당구 용암1동,201808,22202,22053
4311173000,충청북도 청주시 상당구 용암2동,201808,11503,11795
4311231000,충청북도 청주시 서원구 남이면,201808,5436,5090
4311232000,충청북도 청주시 서원구 현도면,201808,1896,1788
4311251000,충청북도 청주시 서원구 사직1동,201808,4612,4416
4311252000,충청북도 청주시 서원구 사직2동,201808,7576,7950
4311253000,충청북도 청주시 서원구 사창동,201808,7990,8128
4311254000,충청북도 청주시 서원구 모충동,201808,8310,8305
4311255000,충청북도 청주시 서원구 산남동,201808,14603,14617
4311256000,충청북도 청주시 서원구 분평동,201808,16796,17453
4311257000,충청북도 청주시 서원구 수곡1동,201808,7757,7672
4311258000,충청북도 청주시 서원구 수곡2동,201808,7413,7484
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201808,24180,24971
4311325000,충청북도 청주시 흥덕구 오송읍,201808,10993,11131
4311331000,충청북도 청주시 흥덕구 강내면,201808,5490,5269
4311332000,충청북도 청주시 흥덕구 옥산면,201808,6435,6069
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201808,9632,9586
4311374100,충청북도 청주시 흥덕구 복대1동,201808,26738,26025
4311374200,충청북도 청주시 흥덕구 복대2동,201808,9115,8780
4311374700,충청북도 청주시 흥덕구 가경동,201808,24931,25949
4311375100,충청북도 청주시 흥덕구 봉명1동,201808,6140,5435
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201808,14054,12677
4311376000,충청북도 청주시 흥덕구 강서제1동,201808,12523,12216
4311377000,충청북도 청주시 흥덕구 강서제2동,201808,2480,2231
4311425000,충청북도 청주시 청원구 내수읍,201808,10793,10262
4311425300,충청북도 청주시 청원구 오창읍,201808,34191,30778
4311431000,충청북도 청주시 청원구 북이면,201808,2629,2305
4311451000,충청북도 청주시 청원구 우암동,201808,6789,6589
4311452000,충청북도 청주시 청원구 내덕1동,201808,4955,4791
4311453000,충청북도 청주시 청원구 내덕2동,201808,6452,6108
4311454000,충청북도 청주시 청원구 율량.사천동,201808,24615,25397
4311455000,충청북도 청주시 청원구 오근장동,201808,9331,9733
4311131000,충청북도 청주시 상당구 낭성면,201809,1207,1130
4311132000,충청북도 청주시 상당구 미원면,201809,2693,2577
4311133000,충청북도 청주시 상당구 가덕면,201809,2197,2037
4311134000,충청북도 청주시 상당구 남일면,201809,3867,3688
4311135000,충청북도 청주시 상당구 문의면,201809,2255,2113
4311152500,충청북도 청주시 상당구 중앙동,201809,3140,3207
4311154500,충청북도 청주시 상당구 성안동,201809,3020,2963
4311162000,충청북도 청주시 상당구 탑대성동,201809,4943,5088
4311167000,충청북도 청주시 상당구 영운동,201809,5674,5820
4311168000,충청북도 청주시 상당구 금천동,201809,15852,16315
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201809,6933,7210
4311172000,충청북도 청주시 상당구 용암1동,201809,22149,22002
4311173000,충청북도 청주시 상당구 용암2동,201809,11612,11912
4311231000,충청북도 청주시 서원구 남이면,201809,5438,5105
4311232000,충청북도 청주시 서원구 현도면,201809,1889,1789
4311251000,충청북도 청주시 서원구 사직1동,201809,4585,4407
4311252000,충청북도 청주시 서원구 사직2동,201809,7560,7933
4311253000,충청북도 청주시 서원구 사창동,201809,7989,8098
4311254000,충청북도 청주시 서원구 모충동,201809,8305,8300
4311255000,충청북도 청주시 서원구 산남동,201809,14566,14581
4311256000,충청북도 청주시 서원구 분평동,201809,16767,17416
4311257000,충청북도 청주시 서원구 수곡1동,201809,7722,7654
4311258000,충청북도 청주시 서원구 수곡2동,201809,7402,7457
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201809,24132,24929
4311325000,충청북도 청주시 흥덕구 오송읍,201809,10981,11084
4311331000,충청북도 청주시 흥덕구 강내면,201809,5590,5356
4311332000,충청북도 청주시 흥덕구 옥산면,201809,6432,6054
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201809,9605,9551
4311374100,충청북도 청주시 흥덕구 복대1동,201809,26624,25860
4311374200,충청북도 청주시 흥덕구 복대2동,201809,9102,8750
4311374700,충청북도 청주시 흥덕구 가경동,201809,24862,25872
4311375100,충청북도 청주시 흥덕구 봉명1동,201809,6117,5422
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201809,13974,12602
4311376000,충청북도 청주시 흥덕구 강서제1동,201809,12514,12204
4311377000,충청북도 청주시 흥덕구 강서제2동,201809,2902,2615
4311425000,충청북도 청주시 청원구 내수읍,201809,10741,10232
4311425300,충청북도 청주시 청원구 오창읍,201809,34722,31230
4311431000,충청북도 청주시 청원구 북이면,201809,2615,2303
4311451000,충청북도 청주시 청원구 우암동,201809,6775,6575
4311452000,충청북도 청주시 청원구 내덕1동,201809,4933,4771
4311453000,충청북도 청주시 청원구 내덕2동,201809,6440,6072
4311454000,충청북도 청주시 청원구 율량.사천동,201809,24781,25553
4311455000,충청북도 청주시 청원구 오근장동,201809,9261,9662
4311131000,충청북도 청주시 상당구 낭성면,201810,1204,1128
4311132000,충청북도 청주시 상당구 미원면,201810,2698,2582
4311133000,충청북도 청주시 상당구 가덕면,201810,2189,2028
4311134000,충청북도 청주시 상당구 남일면,201810,3839,3674
4311135000,충청북도 청주시 상당구 문의면,201810,2253,2106
4311152500,충청북도 청주시 상당구 중앙동,201810,3099,3167
4311154500,충청북도 청주시 상당구 성안동,201810,3011,2958
4311162000,충청북도 청주시 상당구 탑대성동,201810,4911,5075
4311167000,충청북도 청주시 상당구 영운동,201810,5658,5828
4311168000,충청북도 청주시 상당구 금천동,201810,15716,16192
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201810,6942,7200
4311172000,충청북도 청주시 상당구 용암1동,201810,21884,21781
4311173000,충청북도 청주시 상당구 용암2동,201810,13520,13816
4311231000,충청북도 청주시 서원구 남이면,201810,5398,5063
4311232000,충청북도 청주시 서원구 현도면,201810,1883,1779
4311251000,충청북도 청주시 서원구 사직1동,201810,4545,4380
4311252000,충청북도 청주시 서원구 사직2동,201810,7486,7872
4311253000,충청북도 청주시 서원구 사창동,201810,7933,8023
4311254000,충청북도 청주시 서원구 모충동,201810,8244,8233
4311255000,충청북도 청주시 서원구 산남동,201810,14394,14376
4311256000,충청북도 청주시 서원구 분평동,201810,16426,17045
4311257000,충청북도 청주시 서원구 수곡1동,201810,7651,7547
4311258000,충청북도 청주시 서원구 수곡2동,201810,7323,7422
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201810,23960,24749
4311325000,충청북도 청주시 흥덕구 오송읍,201810,10969,11065
4311331000,충청북도 청주시 흥덕구 강내면,201810,5624,5389
4311332000,충청북도 청주시 흥덕구 옥산면,201810,6423,6048
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201810,9519,9493
4311374100,충청북도 청주시 흥덕구 복대1동,201810,26486,25714
4311374200,충청북도 청주시 흥덕구 복대2동,201810,9079,8725
4311374700,충청북도 청주시 흥덕구 가경동,201810,24733,25713
4311375100,충청북도 청주시 흥덕구 봉명1동,201810,6092,5367
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201810,13848,12485
4311376000,충청북도 청주시 흥덕구 강서제1동,201810,12489,12192
4311377000,충청북도 청주시 흥덕구 강서제2동,201810,3262,2940
4311425000,충청북도 청주시 청원구 내수읍,201810,10715,10196
4311425300,충청북도 청주시 청원구 오창읍,201810,35307,31708
4311431000,충청북도 청주시 청원구 북이면,201810,2602,2298
4311451000,충청북도 청주시 청원구 우암동,201810,6746,6556
4311452000,충청북도 청주시 청원구 내덕1동,201810,4878,4721
4311453000,충청북도 청주시 청원구 내덕2동,201810,6404,6039
4311454000,충청북도 청주시 청원구 율량.사천동,201810,24821,25549
4311455000,충청북도 청주시 청원구 오근장동,201810,9211,9598
4311131000,충청북도 청주시 상당구 낭성면,201811,1208,1132
4311132000,충청북도 청주시 상당구 미원면,201811,2694,2561
4311133000,충청북도 청주시 상당구 가덕면,201811,2183,2012
4311134000,충청북도 청주시 상당구 남일면,201811,3795,3639
4311135000,충청북도 청주시 상당구 문의면,201811,2250,2094
4311152500,충청북도 청주시 상당구 중앙동,201811,3078,3159
4311154500,충청북도 청주시 상당구 성안동,201811,2994,2943
4311162000,충청북도 청주시 상당구 탑대성동,201811,4900,5065
4311167000,충청북도 청주시 상당구 영운동,201811,5666,5832
4311168000,충청북도 청주시 상당구 금천동,201811,15641,16124
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201811,6920,7205
4311172000,충청북도 청주시 상당구 용암1동,201811,21660,21563
4311173000,충청북도 청주시 상당구 용암2동,201811,14759,15118
4311231000,충청북도 청주시 서원구 남이면,201811,5390,5046
4311232000,충청북도 청주시 서원구 현도면,201811,1870,1770
4311251000,충청북도 청주시 서원구 사직1동,201811,4528,4377
4311252000,충청북도 청주시 서원구 사직2동,201811,7418,7789
4311253000,충청북도 청주시 서원구 사창동,201811,7885,8004
4311254000,충청북도 청주시 서원구 모충동,201811,8207,8197
4311255000,충청북도 청주시 서원구 산남동,201811,14312,14287
4311256000,충청북도 청주시 서원구 분평동,201811,16222,16859
4311257000,충청북도 청주시 서원구 수곡1동,201811,7613,7484
4311258000,충청북도 청주시 서원구 수곡2동,201811,7280,7379
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201811,23819,24616
4311325000,충청북도 청주시 흥덕구 오송읍,201811,10934,11077
4311331000,충청북도 청주시 흥덕구 강내면,201811,5635,5414
4311332000,충청북도 청주시 흥덕구 옥산면,201811,6397,6023
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201811,9477,9428
4311374100,충청북도 청주시 흥덕구 복대1동,201811,26434,25652
4311374200,충청북도 청주시 흥덕구 복대2동,201811,9089,8692
4311374700,충청북도 청주시 흥덕구 가경동,201811,24624,25613
4311375100,충청북도 청주시 흥덕구 봉명1동,201811,6044,5314
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201811,13803,12456
4311376000,충청북도 청주시 흥덕구 강서제1동,201811,12496,12164
4311377000,충청북도 청주시 흥덕구 강서제2동,201811,3456,3086
4311425000,충청북도 청주시 청원구 내수읍,201811,10687,10162
4311425300,충청북도 청주시 청원구 오창읍,201811,35594,31987
4311431000,충청북도 청주시 청원구 북이면,201811,2596,2300
4311451000,충청북도 청주시 청원구 우암동,201811,6709,6560
4311452000,충청북도 청주시 청원구 내덕1동,201811,4864,4708
4311453000,충청북도 청주시 청원구 내덕2동,201811,6382,6012
4311454000,충청북도 청주시 청원구 율량.사천동,201811,24838,25539
4311455000,충청북도 청주시 청원구 오근장동,201811,9215,9598
4311131000,충청북도 청주시 상당구 낭성면,201812,1204,1124
4311132000,충청북도 청주시 상당구 미원면,201812,2693,2567
4311133000,충청북도 청주시 상당구 가덕면,201812,2173,2018
4311134000,충청북도 청주시 상당구 남일면,201812,3782,3624
4311135000,충청북도 청주시 상당구 문의면,201812,2248,2082
4311152500,충청북도 청주시 상당구 중앙동,201812,3083,3159
4311154500,충청북도 청주시 상당구 성안동,201812,2986,2924
4311162000,충청북도 청주시 상당구 탑대성동,201812,4874,5043
4311167000,충청북도 청주시 상당구 영운동,201812,5713,5868
4311168000,충청북도 청주시 상당구 금천동,201812,15567,16114
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201812,6921,7171
4311172000,충청북도 청주시 상당구 용암1동,201812,21675,21563
4311173000,충청북도 청주시 상당구 용암2동,201812,15141,15501
4311231000,충청북도 청주시 서원구 남이면,201812,5391,5042
4311232000,충청북도 청주시 서원구 현도면,201812,1859,1758
4311251000,충청북도 청주시 서원구 사직1동,201812,4526,4347
4311252000,충청북도 청주시 서원구 사직2동,201812,7403,7776
4311253000,충청북도 청주시 서원구 사창동,201812,7857,7956
4311254000,충청북도 청주시 서원구 모충동,201812,8160,8147
4311255000,충청북도 청주시 서원구 산남동,201812,14256,14226
4311256000,충청북도 청주시 서원구 분평동,201812,16129,16784
4311257000,충청북도 청주시 서원구 수곡1동,201812,7552,7439
4311258000,충청북도 청주시 서원구 수곡2동,201812,7251,7365
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201812,23687,24493
4311325000,충청북도 청주시 흥덕구 오송읍,201812,10892,11060
4311331000,충청북도 청주시 흥덕구 강내면,201812,5651,5412
4311332000,충청북도 청주시 흥덕구 옥산면,201812,6362,5987
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201812,9382,9369
4311374100,충청북도 청주시 흥덕구 복대1동,201812,26389,25553
4311374200,충청북도 청주시 흥덕구 복대2동,201812,9032,8632
4311374700,충청북도 청주시 흥덕구 가경동,201812,24528,25519
4311375100,충청북도 청주시 흥덕구 봉명1동,201812,6019,5261
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201812,13584,12284
4311376000,충청북도 청주시 흥덕구 강서제1동,201812,12454,12112
4311377000,충청북도 청주시 흥덕구 강서제2동,201812,4656,4164
4311425000,충청북도 청주시 청원구 내수읍,201812,10637,10132
4311425300,충청북도 청주시 청원구 오창읍,201812,35823,32061
4311431000,충청북도 청주시 청원구 북이면,201812,2581,2303
4311451000,충청북도 청주시 청원구 우암동,201812,6678,6538
4311452000,충청북도 청주시 청원구 내덕1동,201812,4839,4677
4311453000,충청북도 청주시 청원구 내덕2동,201812,6363,5964
4311454000,충청북도 청주시 청원구 율량.사천동,201812,24595,25304
4311455000,충청북도 청주시 청원구 오근장동,201812,9178,9552
4311131000,충청북도 청주시 상당구 낭성면,201901,1200,1121
4311132000,충청북도 청주시 상당구 미원면,201901,2685,2547
4311133000,충청북도 청주시 상당구 가덕면,201901,2166,2011
4311134000,충청북도 청주시 상당구 남일면,201901,3769,3616
4311135000,충청북도 청주시 상당구 문의면,201901,2239,2082
4311152500,충청북도 청주시 상당구 중앙동,201901,3074,3125
4311154500,충청북도 청주시 상당구 성안동,201901,3156,3125
4311162000,충청북도 청주시 상당구 탑대성동,201901,4856,5025
4311167000,충청북도 청주시 상당구 영운동,201901,5741,5888
4311168000,충청북도 청주시 상당구 금천동,201901,15527,16044
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201901,6920,7165
4311172000,충청북도 청주시 상당구 용암1동,201901,21683,21588
4311173000,충청북도 청주시 상당구 용암2동,201901,15484,15867
4311231000,충청북도 청주시 서원구 남이면,201901,5391,5034
4311232000,충청북도 청주시 서원구 현도면,201901,1853,1744
4311251000,충청북도 청주시 서원구 사직1동,201901,4491,4325
4311252000,충청북도 청주시 서원구 사직2동,201901,7374,7761
4311253000,충청북도 청주시 서원구 사창동,201901,7852,7921
4311254000,충청북도 청주시 서원구 모충동,201901,8106,8091
4311255000,충청북도 청주시 서원구 산남동,201901,14187,14145
4311256000,충청북도 청주시 서원구 분평동,201901,16052,16752
4311257000,충청북도 청주시 서원구 수곡1동,201901,7509,7403
4311258000,충청북도 청주시 서원구 수곡2동,201901,7216,7307
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201901,23597,24438
4311325000,충청북도 청주시 흥덕구 오송읍,201901,10886,11082
4311331000,충청북도 청주시 흥덕구 강내면,201901,5659,5430
4311332000,충청북도 청주시 흥덕구 옥산면,201901,6350,5986
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201901,9324,9277
4311374100,충청북도 청주시 흥덕구 복대1동,201901,26409,25520
4311374200,충청북도 청주시 흥덕구 복대2동,201901,8982,8587
4311374700,충청북도 청주시 흥덕구 가경동,201901,24424,25428
4311375100,충청북도 청주시 흥덕구 봉명1동,201901,5995,5245
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201901,13515,12189
4311376000,충청북도 청주시 흥덕구 강서제1동,201901,12454,12133
4311377000,충청북도 청주시 흥덕구 강서제2동,201901,5522,4989
4311425000,충청북도 청주시 청원구 내수읍,201901,10594,10107
4311425300,충청북도 청주시 청원구 오창읍,201901,35980,32157
4311431000,충청북도 청주시 청원구 북이면,201901,2588,2296
4311451000,충청북도 청주시 청원구 우암동,201901,6648,6496
4311452000,충청북도 청주시 청원구 내덕1동,201901,4820,4653
4311453000,충청북도 청주시 청원구 내덕2동,201901,6324,5927
4311454000,충청북도 청주시 청원구 율량.사천동,201901,24526,25249
4311455000,충청북도 청주시 청원구 오근장동,201901,9134,9513
4311131000,충청북도 청주시 상당구 낭성면,201902,1197,1114
4311132000,충청북도 청주시 상당구 미원면,201902,2672,2552
4311133000,충청북도 청주시 상당구 가덕면,201902,2162,2006
4311134000,충청북도 청주시 상당구 남일면,201902,3752,3593
4311135000,충청북도 청주시 상당구 문의면,201902,2228,2067
4311152500,충청북도 청주시 상당구 중앙동,201902,3045,3109
4311154500,충청북도 청주시 상당구 성안동,201902,3302,3262
4311162000,충청북도 청주시 상당구 탑대성동,201902,4829,4994
4311167000,충청북도 청주시 상당구 영운동,201902,5739,5870
4311168000,충청북도 청주시 상당구 금천동,201902,15452,15975
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201902,6921,7167
4311172000,충청북도 청주시 상당구 용암1동,201902,21648,21551
4311173000,충청북도 청주시 상당구 용암2동,201902,15912,16305
4311231000,충청북도 청주시 서원구 남이면,201902,5381,5016
4311232000,충청북도 청주시 서원구 현도면,201902,1847,1741
4311251000,충청북도 청주시 서원구 사직1동,201902,4473,4287
