adm_cd,adm_nm,year,m_pop,fm_pop
4311131000,충청북도 청주시 상당구 낭성면,201701,1232,1140
4311132000,충청북도 청주시 상당구 미원면,201701,2757,2636
4311133000,충청북도 청주시 상당구 가덕면,201701,2259,2066
4311134000,충청북도 청주시 상당구 남일면,201701,3901,3746
4311135000,충청북도 청주시 상당구 문의면,201701,2383,2165
4311152500,충청북도 청주시 상당구 중앙동,201701,3274,3234
4311154500,충청북도 청주시 상당구 성안동,201701,3216,3185
4311162000,충청북도 청주시 상당구 탑대성동,201701,5585,5716
4311167000,충청북도 청주시 상당구 영운동,201701,5913,5944
4311168000,충청북도 청주시 상당구 금천동,201701,16441,16892
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201701,5806,5948
4311172000,충청북도 청주시 상당구 용암1동,201701,22004,22014
4311173000,충청북도 청주시 상당구 용암2동,201701,11937,12127
4311231000,충청북도 청주시 서원구 남이면,201701,4509,4166
4311232000,충청북도 청주시 서원구 현도면,201701,1947,1870
4311251000,충청북도 청주시 서원구 사직1동,201701,4832,4649
4311252000,충청북도 청주시 서원구 사직2동,201701,7862,8201
4311253000,충청북도 청주시 서원구 사창동,201701,8092,8262
4311254000,충청북도 청주시 서원구 모충동,201701,8568,8616
4311255000,충청북도 청주시 서원구 산남동,201701,14827,14817
4311256000,충청북도 청주시 서원구 분평동,201701,17057,17748
4311257000,충청북도 청주시 서원구 수곡1동,201701,7970,7870
4311258000,충청북도 청주시 서원구 수곡2동,201701,7788,7808
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201701,24520,25403
4311325000,충청북도 청주시 흥덕구 오송읍,201701,10898,11087
4311331000,충청북도 청주시 흥덕구 강내면,201701,5491,5325
4311332000,충청북도 청주시 흥덕구 옥산면,201701,5949,5451
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201701,10000,10068
4311374100,충청북도 청주시 흥덕구 복대1동,201701,26887,26649
4311374200,충청북도 청주시 흥덕구 복대2동,201701,9188,8795
4311374700,충청북도 청주시 흥덕구 가경동,201701,25483,26792
4311375100,충청북도 청주시 흥덕구 봉명1동,201701,6299,5729
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201701,14288,13073
4311376000,충청북도 청주시 흥덕구 강서제1동,201701,11271,11157
4311377000,충청북도 청주시 흥덕구 강서제2동,201701,2001,1906
4311425000,충청북도 청주시 청원구 내수읍,201701,11040,10581
4311425300,충청북도 청주시 청원구 오창읍,201701,31407,28387
4311431000,충청북도 청주시 청원구 북이면,201701,2672,2379
4311451000,충청북도 청주시 청원구 우암동,201701,6546,6379
4311452000,충청북도 청주시 청원구 내덕1동,201701,5147,4933
4311453000,충청북도 청주시 청원구 내덕2동,201701,6568,6228
4311454000,충청북도 청주시 청원구 율량.사천동,201701,24494,25334
4311455000,충청북도 청주시 청원구 오근장동,201701,9306,9711
4311131000,충청북도 청주시 상당구 낭성면,201702,1235,1140
4311132000,충청북도 청주시 상당구 미원면,201702,2744,2635
4311133000,충청북도 청주시 상당구 가덕면,201702,2242,2060
4311134000,충청북도 청주시 상당구 남일면,201702,3887,3717
4311135000,충청북도 청주시 상당구 문의면,201702,2373,2159
4311152500,충청북도 청주시 상당구 중앙동,201702,3268,3220
4311154500,충청북도 청주시 상당구 성안동,201702,3194,3167
4311162000,충청북도 청주시 상당구 탑대성동,201702,5565,5707
4311167000,충청북도 청주시 상당구 영운동,201702,5875,5943
4311168000,충청북도 청주시 상당구 금천동,201702,16404,16845
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201702,5779,5939
4311172000,충청북도 청주시 상당구 용암1동,201702,21944,21957
4311173000,충청북도 청주시 상당구 용암2동,201702,11889,12097
4311231000,충청북도 청주시 서원구 남이면,201702,4925,4571
4311232000,충청북도 청주시 서원구 현도면,201702,1949,1857
4311251000,충청북도 청주시 서원구 사직1동,201702,4831,4639
4311252000,충청북도 청주시 서원구 사직2동,201702,7816,8160
4311253000,충청북도 청주시 서원구 사창동,201702,8064,8257
4311254000,충청북도 청주시 서원구 모충동,201702,8608,8602
4311255000,충청북도 청주시 서원구 산남동,201702,14818,14835
4311256000,충청북도 청주시 서원구 분평동,201702,17014,17694
4311257000,충청북도 청주시 서원구 수곡1동,201702,7903,7833
4311258000,충청북도 청주시 서원구 수곡2동,201702,7748,7783
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201702,24460,25342
4311325000,충청북도 청주시 흥덕구 오송읍,201702,10913,11089
4311331000,충청북도 청주시 흥덕구 강내면,201702,5470,5305
4311332000,충청북도 청주시 흥덕구 옥산면,201702,6083,5605
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201702,9992,10044
4311374100,충청북도 청주시 흥덕구 복대1동,201702,26880,26600
4311374200,충청북도 청주시 흥덕구 복대2동,201702,9221,8817
4311374700,충청북도 청주시 흥덕구 가경동,201702,25418,26770
4311375100,충청북도 청주시 흥덕구 봉명1동,201702,6315,5718
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201702,14280,13011
4311376000,충청북도 청주시 흥덕구 강서제1동,201702,11324,11211
4311377000,충청북도 청주시 흥덕구 강서제2동,201702,1998,1906
4311425000,충청북도 청주시 청원구 내수읍,201702,11005,10532
4311425300,충청북도 청주시 청원구 오창읍,201702,31685,28657
4311431000,충청북도 청주시 청원구 북이면,201702,2673,2373
4311451000,충청북도 청주시 청원구 우암동,201702,6563,6410
4311452000,충청북도 청주시 청원구 내덕1동,201702,5160,4934
4311453000,충청북도 청주시 청원구 내덕2동,201702,6567,6214
4311454000,충청북도 청주시 청원구 율량.사천동,201702,24448,25343
4311455000,충청북도 청주시 청원구 오근장동,201702,9341,9741
4311131000,충청북도 청주시 상당구 낭성면,201703,1234,1140
4311132000,충청북도 청주시 상당구 미원면,201703,2740,2623
4311133000,충청북도 청주시 상당구 가덕면,201703,2236,2049
4311134000,충청북도 청주시 상당구 남일면,201703,3900,3696
4311135000,충청북도 청주시 상당구 문의면,201703,2353,2149
4311152500,충청북도 청주시 상당구 중앙동,201703,3246,3211
4311154500,충청북도 청주시 상당구 성안동,201703,3184,3157
4311162000,충청북도 청주시 상당구 탑대성동,201703,5534,5692
4311167000,충청북도 청주시 상당구 영운동,201703,5886,5962
4311168000,충청북도 청주시 상당구 금천동,201703,16334,16840
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201703,5757,5903
4311172000,충청북도 청주시 상당구 용암1동,201703,21927,21904
4311173000,충청북도 청주시 상당구 용암2동,201703,11866,12095
4311231000,충청북도 청주시 서원구 남이면,201703,5120,4776
4311232000,충청북도 청주시 서원구 현도면,201703,1943,1852
4311251000,충청북도 청주시 서원구 사직1동,201703,4808,4618
4311252000,충청북도 청주시 서원구 사직2동,201703,7786,8124
4311253000,충청북도 청주시 서원구 사창동,201703,8057,8225
4311254000,충청북도 청주시 서원구 모충동,201703,8607,8587
4311255000,충청북도 청주시 서원구 산남동,201703,14743,14791
4311256000,충청북도 청주시 서원구 분평동,201703,16981,17669
4311257000,충청북도 청주시 서원구 수곡1동,201703,7874,7795
4311258000,충청북도 청주시 서원구 수곡2동,201703,7695,7743
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201703,24415,25342
4311325000,충청북도 청주시 흥덕구 오송읍,201703,10921,11112
4311331000,충청북도 청주시 흥덕구 강내면,201703,5474,5305
4311332000,충청북도 청주시 흥덕구 옥산면,201703,6219,5747
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201703,9972,10014
4311374100,충청북도 청주시 흥덕구 복대1동,201703,26876,26563
4311374200,충청북도 청주시 흥덕구 복대2동,201703,9236,8860
4311374700,충청북도 청주시 흥덕구 가경동,201703,25372,26648
4311375100,충청북도 청주시 흥덕구 봉명1동,201703,6298,5678
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201703,14273,12983
4311376000,충청북도 청주시 흥덕구 강서제1동,201703,11343,11255
4311377000,충청북도 청주시 흥덕구 강서제2동,201703,1998,1901
4311425000,충청북도 청주시 청원구 내수읍,201703,11003,10540
4311425300,충청북도 청주시 청원구 오창읍,201703,31981,28874
4311431000,충청북도 청주시 청원구 북이면,201703,2679,2364
4311451000,충청북도 청주시 청원구 우암동,201703,6553,6391
4311452000,충청북도 청주시 청원구 내덕1동,201703,5145,4931
4311453000,충청북도 청주시 청원구 내덕2동,201703,6570,6213
4311454000,충청북도 청주시 청원구 율량.사천동,201703,24440,25302
4311455000,충청북도 청주시 청원구 오근장동,201703,9350,9734
4311131000,충청북도 청주시 상당구 낭성면,201704,1233,1139
4311132000,충청북도 청주시 상당구 미원면,201704,2741,2632
4311133000,충청북도 청주시 상당구 가덕면,201704,2226,2037
4311134000,충청북도 청주시 상당구 남일면,201704,3898,3707
4311135000,충청북도 청주시 상당구 문의면,201704,2350,2148
4311152500,충청북도 청주시 상당구 중앙동,201704,3255,3228
4311154500,충청북도 청주시 상당구 성안동,201704,3186,3155
4311162000,충청북도 청주시 상당구 탑대성동,201704,5466,5594
4311167000,충청북도 청주시 상당구 영운동,201704,5892,5940
4311168000,충청북도 청주시 상당구 금천동,201704,16318,16813
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201704,5749,5888
4311172000,충청북도 청주시 상당구 용암1동,201704,21877,21892
4311173000,충청북도 청주시 상당구 용암2동,201704,11828,12081
4311231000,충청북도 청주시 서원구 남이면,201704,5217,4854
4311232000,충청북도 청주시 서원구 현도면,201704,1928,1837
4311251000,충청북도 청주시 서원구 사직1동,201704,4794,4619
4311252000,충청북도 청주시 서원구 사직2동,201704,7791,8119
4311253000,충청북도 청주시 서원구 사창동,201704,8044,8202
4311254000,충청북도 청주시 서원구 모충동,201704,8595,8568
4311255000,충청북도 청주시 서원구 산남동,201704,14712,14757
4311256000,충청북도 청주시 서원구 분평동,201704,16983,17680
4311257000,충청북도 청주시 서원구 수곡1동,201704,7879,7783
4311258000,충청북도 청주시 서원구 수곡2동,201704,7669,7727
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201704,24396,25323
4311325000,충청북도 청주시 흥덕구 오송읍,201704,10867,11079
4311331000,충청북도 청주시 흥덕구 강내면,201704,5476,5275
4311332000,충청북도 청주시 흥덕구 옥산면,201704,6307,5839
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201704,9977,10007
4311374100,충청북도 청주시 흥덕구 복대1동,201704,26873,26561
4311374200,충청북도 청주시 흥덕구 복대2동,201704,9215,8830
4311374700,충청북도 청주시 흥덕구 가경동,201704,25384,26700
4311375100,충청북도 청주시 흥덕구 봉명1동,201704,6284,5651
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201704,14276,12999
4311376000,충청북도 청주시 흥덕구 강서제1동,201704,11382,11234
4311377000,충청북도 청주시 흥덕구 강서제2동,201704,1999,1891
4311425000,충청북도 청주시 청원구 내수읍,201704,11009,10540
4311425300,충청북도 청주시 청원구 오창읍,201704,32217,29049
4311431000,충청북도 청주시 청원구 북이면,201704,2661,2347
4311451000,충청북도 청주시 청원구 우암동,201704,6559,6399
4311452000,충청북도 청주시 청원구 내덕1동,201704,5135,4914
4311453000,충청북도 청주시 청원구 내덕2동,201704,6561,6222
4311454000,충청북도 청주시 청원구 율량.사천동,201704,24446,25307
4311455000,충청북도 청주시 청원구 오근장동,201704,9341,9735
4311131000,충청북도 청주시 상당구 낭성면,201705,1236,1135
4311132000,충청북도 청주시 상당구 미원면,201705,2743,2630
4311133000,충청북도 청주시 상당구 가덕면,201705,2226,2031
4311134000,충청북도 청주시 상당구 남일면,201705,3901,3712
4311135000,충청북도 청주시 상당구 문의면,201705,2356,2145
4311152500,충청북도 청주시 상당구 중앙동,201705,3254,3227
4311154500,충청북도 청주시 상당구 성안동,201705,3166,3149
4311162000,충청북도 청주시 상당구 탑대성동,201705,5376,5496
4311167000,충청북도 청주시 상당구 영운동,201705,5884,5934
4311168000,충청북도 청주시 상당구 금천동,201705,16303,16791
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201705,5747,5887
4311172000,충청북도 청주시 상당구 용암1동,201705,21880,21873
4311173000,충청북도 청주시 상당구 용암2동,201705,11806,12061
4311231000,충청북도 청주시 서원구 남이면,201705,5263,4901
4311232000,충청북도 청주시 서원구 현도면,201705,1944,1846
4311251000,충청북도 청주시 서원구 사직1동,201705,4785,4612
4311252000,충청북도 청주시 서원구 사직2동,201705,7772,8116
4311253000,충청북도 청주시 서원구 사창동,201705,8041,8203
4311254000,충청북도 청주시 서원구 모충동,201705,8578,8557
4311255000,충청북도 청주시 서원구 산남동,201705,14721,14769
4311256000,충청북도 청주시 서원구 분평동,201705,16971,17689
4311257000,충청북도 청주시 서원구 수곡1동,201705,7848,7771
4311258000,충청북도 청주시 서원구 수곡2동,201705,7692,7728
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201705,24403,25345
4311325000,충청북도 청주시 흥덕구 오송읍,201705,10861,11064
4311331000,충청북도 청주시 흥덕구 강내면,201705,5486,5267
4311332000,충청북도 청주시 흥덕구 옥산면,201705,6346,5917
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201705,9970,10007
4311374100,충청북도 청주시 흥덕구 복대1동,201705,26855,26483
4311374200,충청북도 청주시 흥덕구 복대2동,201705,9235,8820
4311374700,충청북도 청주시 흥덕구 가경동,201705,25347,26661
4311375100,충청북도 청주시 흥덕구 봉명1동,201705,6270,5646
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201705,14297,13003
4311376000,충청북도 청주시 흥덕구 강서제1동,201705,11376,11236
4311377000,충청북도 청주시 흥덕구 강서제2동,201705,2006,1869
4311425000,충청북도 청주시 청원구 내수읍,201705,10987,10532
4311425300,충청북도 청주시 청원구 오창읍,201705,32311,29179
4311431000,충청북도 청주시 청원구 북이면,201705,2668,2354
4311451000,충청북도 청주시 청원구 우암동,201705,6572,6385
4311452000,충청북도 청주시 청원구 내덕1동,201705,5111,4906
4311453000,충청북도 청주시 청원구 내덕2동,201705,6565,6221
4311454000,충청북도 청주시 청원구 율량.사천동,201705,24500,25362
4311455000,충청북도 청주시 청원구 오근장동,201705,9357,9744
4311131000,충청북도 청주시 상당구 낭성면,201706,1230,1133
4311132000,충청북도 청주시 상당구 미원면,201706,2734,2624
4311133000,충청북도 청주시 상당구 가덕면,201706,2222,2032
4311134000,충청북도 청주시 상당구 남일면,201706,3882,3689
4311135000,충청북도 청주시 상당구 문의면,201706,2363,2143
4311152500,충청북도 청주시 상당구 중앙동,201706,3261,3218
4311154500,충청북도 청주시 상당구 성안동,201706,3140,3145
4311162000,충청북도 청주시 상당구 탑대성동,201706,5315,5450
4311167000,충청북도 청주시 상당구 영운동,201706,5874,5903
4311168000,충청북도 청주시 상당구 금천동,201706,16298,16787
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201706,5746,5886
4311172000,충청북도 청주시 상당구 용암1동,201706,21833,21871
4311173000,충청북도 청주시 상당구 용암2동,201706,11781,12037
4311231000,충청북도 청주시 서원구 남이면,201706,5290,4945
4311232000,충청북도 청주시 서원구 현도면,201706,1949,1833
4311251000,충청북도 청주시 서원구 사직1동,201706,4778,4579
4311252000,충청북도 청주시 서원구 사직2동,201706,7755,8115
4311253000,충청북도 청주시 서원구 사창동,201706,8036,8208
4311254000,충청북도 청주시 서원구 모충동,201706,8550,8546
4311255000,충청북도 청주시 서원구 산남동,201706,14723,14758
4311256000,충청북도 청주시 서원구 분평동,201706,16966,17697
4311257000,충청북도 청주시 서원구 수곡1동,201706,7810,7759
4311258000,충청북도 청주시 서원구 수곡2동,201706,7680,7706
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201706,24422,25355
4311325000,충청북도 청주시 흥덕구 오송읍,201706,10863,11038
4311331000,충청북도 청주시 흥덕구 강내면,201706,5487,5264
4311332000,충청북도 청주시 흥덕구 옥산면,201706,6384,5945
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201706,9928,9978
4311374100,충청북도 청주시 흥덕구 복대1동,201706,26801,26453
4311374200,충청북도 청주시 흥덕구 복대2동,201706,9235,8824
4311374700,충청북도 청주시 흥덕구 가경동,201706,25296,26615
4311375100,충청북도 청주시 흥덕구 봉명1동,201706,6286,5658
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201706,14332,13040
4311376000,충청북도 청주시 흥덕구 강서제1동,201706,11407,11251
4311377000,충청북도 청주시 흥덕구 강서제2동,201706,1997,1854
4311425000,충청북도 청주시 청원구 내수읍,201706,10990,10554
4311425300,충청북도 청주시 청원구 오창읍,201706,32410,29256
4311431000,충청북도 청주시 청원구 북이면,201706,2667,2348
4311451000,충청북도 청주시 청원구 우암동,201706,6607,6396
4311452000,충청북도 청주시 청원구 내덕1동,201706,5111,4907
4311453000,충청북도 청주시 청원구 내덕2동,201706,6568,6200
4311454000,충청북도 청주시 청원구 율량.사천동,201706,24509,25384
4311455000,충청북도 청주시 청원구 오근장동,201706,9360,9765
4311131000,충청북도 청주시 상당구 낭성면,201707,1220,1135
4311132000,충청북도 청주시 상당구 미원면,201707,2737,2631
4311133000,충청북도 청주시 상당구 가덕면,201707,2208,2017
4311134000,충청북도 청주시 상당구 남일면,201707,3876,3679
4311135000,충청북도 청주시 상당구 문의면,201707,2356,2141
4311152500,충청북도 청주시 상당구 중앙동,201707,3252,3228
4311154500,충청북도 청주시 상당구 성안동,201707,3145,3141
4311162000,충청북도 청주시 상당구 탑대성동,201707,5262,5410
4311167000,충청북도 청주시 상당구 영운동,201707,5852,5910
4311168000,충청북도 청주시 상당구 금천동,201707,16309,16782
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201707,5750,5870
4311172000,충청북도 청주시 상당구 용암1동,201707,21818,21841
4311173000,충청북도 청주시 상당구 용암2동,201707,11746,12008
4311231000,충청북도 청주시 서원구 남이면,201707,5332,4979
4311232000,충청북도 청주시 서원구 현도면,201707,1942,1834
4311251000,충청북도 청주시 서원구 사직1동,201707,4758,4570
4311252000,충청북도 청주시 서원구 사직2동,201707,7746,8094
4311253000,충청북도 청주시 서원구 사창동,201707,8022,8209
4311254000,충청북도 청주시 서원구 모충동,201707,8542,8536
4311255000,충청북도 청주시 서원구 산남동,201707,14701,14736
4311256000,충청북도 청주시 서원구 분평동,201707,16955,17690
4311257000,충청북도 청주시 서원구 수곡1동,201707,7813,7768
4311258000,충청북도 청주시 서원구 수곡2동,201707,7670,7686
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201707,24445,25376
4311325000,충청북도 청주시 흥덕구 오송읍,201707,10866,11009
4311331000,충청북도 청주시 흥덕구 강내면,201707,5483,5271
4311332000,충청북도 청주시 흥덕구 옥산면,201707,6411,5966
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201707,9908,9973
4311374100,충청북도 청주시 흥덕구 복대1동,201707,26840,26432
4311374200,충청북도 청주시 흥덕구 복대2동,201707,9235,8846
4311374700,충청북도 청주시 흥덕구 가경동,201707,25237,26577
4311375100,충청북도 청주시 흥덕구 봉명1동,201707,6259,5634
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201707,14372,13043
4311376000,충청북도 청주시 흥덕구 강서제1동,201707,11461,11303
4311377000,충청북도 청주시 흥덕구 강서제2동,201707,2002,1858
4311425000,충청북도 청주시 청원구 내수읍,201707,11013,10544
4311425300,충청북도 청주시 청원구 오창읍,201707,32458,29344
4311431000,충청북도 청주시 청원구 북이면,201707,2660,2340
4311451000,충청북도 청주시 청원구 우암동,201707,6611,6426
4311452000,충청북도 청주시 청원구 내덕1동,201707,5112,4912
4311453000,충청북도 청주시 청원구 내덕2동,201707,6568,6201
4311454000,충청북도 청주시 청원구 율량.사천동,201707,24512,25390
4311455000,충청북도 청주시 청원구 오근장동,201707,9371,9749
4311131000,충청북도 청주시 상당구 낭성면,201708,1228,1142
4311132000,충청북도 청주시 상당구 미원면,201708,2746,2646
4311133000,충청북도 청주시 상당구 가덕면,201708,2207,2014
4311134000,충청북도 청주시 상당구 남일면,201708,3870,3677
4311135000,충청북도 청주시 상당구 문의면,201708,2362,2137
4311152500,충청북도 청주시 상당구 중앙동,201708,3228,3213
4311154500,충청북도 청주시 상당구 성안동,201708,3130,3124
4311162000,충청북도 청주시 상당구 탑대성동,201708,5246,5399
4311167000,충청북도 청주시 상당구 영운동,201708,5847,5932
4311168000,충청북도 청주시 상당구 금천동,201708,16314,16779
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201708,5733,5855
4311172000,충청북도 청주시 상당구 용암1동,201708,21827,21839
4311173000,충청북도 청주시 상당구 용암2동,201708,11732,11981
4311231000,충청북도 청주시 서원구 남이면,201708,5354,4999
4311232000,충청북도 청주시 서원구 현도면,201708,1936,1835
4311251000,충청북도 청주시 서원구 사직1동,201708,4738,4542
4311252000,충청북도 청주시 서원구 사직2동,201708,7773,8117
4311253000,충청북도 청주시 서원구 사창동,201708,8005,8200
4311254000,충청북도 청주시 서원구 모충동,201708,8517,8502
4311255000,충청북도 청주시 서원구 산남동,201708,14695,14779
4311256000,충청북도 청주시 서원구 분평동,201708,16931,17676
4311257000,충청북도 청주시 서원구 수곡1동,201708,7822,7783
4311258000,충청북도 청주시 서원구 수곡2동,201708,7638,7662
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201708,24436,25358
4311325000,충청북도 청주시 흥덕구 오송읍,201708,10891,11044
4311331000,충청북도 청주시 흥덕구 강내면,201708,5479,5270
4311332000,충청북도 청주시 흥덕구 옥산면,201708,6431,5985
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201708,9869,9942
4311374100,충청북도 청주시 흥덕구 복대1동,201708,26887,26451
4311374200,충청북도 청주시 흥덕구 복대2동,201708,9203,8837
4311374700,충청북도 청주시 흥덕구 가경동,201708,25176,26525
4311375100,충청북도 청주시 흥덕구 봉명1동,201708,6275,5638
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201708,14361,13032
4311376000,충청북도 청주시 흥덕구 강서제1동,201708,11486,11320
4311377000,충청북도 청주시 흥덕구 강서제2동,201708,1978,1842
4311425000,충청북도 청주시 청원구 내수읍,201708,11005,10535
4311425300,충청북도 청주시 청원구 오창읍,201708,32546,29423
4311431000,충청북도 청주시 청원구 북이면,201708,2640,2335
4311451000,충청북도 청주시 청원구 우암동,201708,6605,6415
4311452000,충청북도 청주시 청원구 내덕1동,201708,5090,4919
4311453000,충청북도 청주시 청원구 내덕2동,201708,6562,6197
4311454000,충청북도 청주시 청원구 율량.사천동,201708,24543,25403
4311455000,충청북도 청주시 청원구 오근장동,201708,9378,9770
4311131000,충청북도 청주시 상당구 낭성면,201709,1235,1136
4311132000,충청북도 청주시 상당구 미원면,201709,2733,2637
4311133000,충청북도 청주시 상당구 가덕면,201709,2207,2023
4311134000,충청북도 청주시 상당구 남일면,201709,3864,3662
4311135000,충청북도 청주시 상당구 문의면,201709,2351,2133
4311152500,충청북도 청주시 상당구 중앙동,201709,3232,3230
4311154500,충청북도 청주시 상당구 성안동,201709,3118,3133
4311162000,충청북도 청주시 상당구 탑대성동,201709,5200,5352
4311167000,충청북도 청주시 상당구 영운동,201709,5835,5911
4311168000,충청북도 청주시 상당구 금천동,201709,16349,16779
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201709,5738,5859
4311172000,충청북도 청주시 상당구 용암1동,201709,21811,21820
4311173000,충청북도 청주시 상당구 용암2동,201709,11746,11980
4311231000,충청북도 청주시 서원구 남이면,201709,5362,5002
4311232000,충청북도 청주시 서원구 현도면,201709,1940,1833
4311251000,충청북도 청주시 서원구 사직1동,201709,4712,4529
4311252000,충청북도 청주시 서원구 사직2동,201709,7776,8132
4311253000,충청북도 청주시 서원구 사창동,201709,8026,8180
4311254000,충청북도 청주시 서원구 모충동,201709,8477,8473
4311255000,충청북도 청주시 서원구 산남동,201709,14732,14801
4311256000,충청북도 청주시 서원구 분평동,201709,16960,17697
4311257000,충청북도 청주시 서원구 수곡1동,201709,7808,7789
4311258000,충청북도 청주시 서원구 수곡2동,201709,7627,7674
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201709,24453,25355
4311325000,충청북도 청주시 흥덕구 오송읍,201709,10895,11052
4311331000,충청북도 청주시 흥덕구 강내면,201709,5471,5271
4311332000,충청북도 청주시 흥덕구 옥산면,201709,6450,6007
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201709,9855,9898
4311374100,충청북도 청주시 흥덕구 복대1동,201709,26938,26476
4311374200,충청북도 청주시 흥덕구 복대2동,201709,9189,8829
4311374700,충청북도 청주시 흥덕구 가경동,201709,25151,26499
4311375100,충청북도 청주시 흥덕구 봉명1동,201709,6238,5617
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201709,14335,13040
4311376000,충청북도 청주시 흥덕구 강서제1동,201709,11498,11344
4311377000,충청북도 청주시 흥덕구 강서제2동,201709,1958,1827
4311425000,충청북도 청주시 청원구 내수읍,201709,10911,10460
4311425300,충청북도 청주시 청원구 오창읍,201709,32613,29474
4311431000,충청북도 청주시 청원구 북이면,201709,2638,2331
4311451000,충청북도 청주시 청원구 우암동,201709,6601,6407
4311452000,충청북도 청주시 청원구 내덕1동,201709,5086,4917
4311453000,충청북도 청주시 청원구 내덕2동,201709,6556,6185
4311454000,충청북도 청주시 청원구 율량.사천동,201709,24596,25471
4311455000,충청북도 청주시 청원구 오근장동,201709,9374,9788
4311131000,충청북도 청주시 상당구 낭성면,201710,1244,1140
4311132000,충청북도 청주시 상당구 미원면,201710,2725,2636
4311133000,충청북도 청주시 상당구 가덕면,201710,2213,2036
4311134000,충청북도 청주시 상당구 남일면,201710,3861,3659
4311135000,충청북도 청주시 상당구 문의면,201710,2342,2135
4311152500,충청북도 청주시 상당구 중앙동,201710,3223,3243
4311154500,충청북도 청주시 상당구 성안동,201710,3108,3131
4311162000,충청북도 청주시 상당구 탑대성동,201710,5199,5345
4311167000,충청북도 청주시 상당구 영운동,201710,5826,5933
4311168000,충청북도 청주시 상당구 금천동,201710,16328,16787
4311169000,충청북도 청주시 상당구 용담.명암.산성동,201710,5748,5872
4311172000,충청북도 청주시 상당구 용암1동,201710,21836,21820
4311173000,충청북도 청주시 상당구 용암2동,201710,11750,11978
4311231000,충청북도 청주시 서원구 남이면,201710,5396,5025
4311232000,충청북도 청주시 서원구 현도면,201710,1948,1832
4311251000,충청북도 청주시 서원구 사직1동,201710,4705,4530
4311252000,충청북도 청주시 서원구 사직2동,201710,7762,8098
4311253000,충청북도 청주시 서원구 사창동,201710,8028,8173
4311254000,충청북도 청주시 서원구 모충동,201710,8452,8427
4311255000,충청북도 청주시 서원구 산남동,201710,14726,14813
4311256000,충청북도 청주시 서원구 분평동,201710,16950,17708
4311257000,충청북도 청주시 서원구 수곡1동,201710,7802,7776
4311258000,충청북도 청주시 서원구 수곡2동,201710,7619,7659
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,201710,24456,25378
4311325000,충청북도 청주시 흥덕구 오송읍,201710,10923,11067
4311331000,충청북도 청주시 흥덕구 강내면,201710,5458,5256
4311332000,충청북도 청주시 흥덕구 옥산면,201710,6450,6044
4311370000,충청북도 청주시 흥덕구 운천.신봉동,201710,9845,9876
4311374100,충청북도 청주시 흥덕구 복대1동,201710,26969,26492
4311374200,충청북도 청주시 흥덕구 복대2동,201710,9213,8839
4311374700,충청북도 청주시 흥덕구 가경동,201710,25157,26512
4311375100,충청북도 청주시 흥덕구 봉명1동,201710,6247,5598
4311375600,충청북도 청주시 흥덕구 봉명2.송정동,201710,14346,13043
4311376000,충청북도 청주시 흥덕구 강서제1동,201710,11526,11366
4311377000,충청북도 청주시 흥덕구 강서제2동,201710,1943,1811
4311425000,충청북도 청주시 청원구 내수읍,201710,10883,10416
4311425300,충청북도 청주시 청원구 오창읍,201710,32663,29518
4311431000,충청북도 청주시 청원구 북이면,201710,2635,2342
4311451000,충청북도 청주시 청원구 우암동,201710,6583,6401
