fac_nm,fxd_num,prsnt_num,lon,lat
가경아이파크어린이집,77,62,127.43097124816228,36.61775130136492
반튼어린이집,142,139,127.4260513,36.61831452
미소영재어린이집,125,104,127.4213804226,36.6185592263
서현초등학교병설유치원,81,58,127.429727389639,36.6192607757837
시립휴먼시아어린이집,39,32,127.4323102,36.62128964
강내초등학교병설유치원,17,5,127.356827770086,36.5976371904855
강내어린이집,155,52,127.3581567526223,36.600988411755466
금동이어린이집,57,15,127.31776660248916,36.60122910651548
한국교원대학교부설유치원,104,104,127.357362327758,36.6056617527318
강외오송어린이집,158,143,127.3218694047776,36.60848487563933
한빛어린이집,39,21,127.32711552175992,36.61206072193525
가경푸르지오어린이집,20,19,127.4405811,36.61464812
가경어린이집,130,129,127.44072626164667,36.61705328763546
키즈멜로디어린이집,20,6,127.4437137064,36.6182186293
서경초등학교병설유치원,17,16,127.441790258067,36.6183106629203
베베스토리어린이집,20,13,127.442999,36.62027215
경덕초등학교병설유치원,40,23,127.437834098344,36.6210787656092
맑은하늘어린이집,19,16,127.4424283,36.62142663
오송초등학교병설유치원,17,9,127.326219505705,36.6121678902629
함께어린이집,19,8,127.36100046998672,36.622192577527954
파라곤이음어린이집,20,0,127.31349625258883,36.623076776701794
훈민정음어린이집,85,49,127.36240843997255,36.62396894504735
동아어린이집,70,56,127.3239345,36.6246
오송대원어린이집,23,18,127.3266147396,36.6268983975
예쁜누리어린이집,32,24,127.33202011755286,36.62764041043622
엔젤호반어린이집,39,21,127.32513419559608,36.62789009052628
오송파란뜰어린이집,20,9,127.32513419559608,36.62789009052628
맑은샘어린이집,20,12,127.32513419559608,36.62789009052628
찬누리어린이집,20,17,127.4404866408,36.6216008375
수지어린이집,20,17,127.4400622,36.62178593
토토빌어린이집,20,20,127.4419273,36.62236965
무지개어린이집,20,12,127.4364644,36.62286484
참좋은어린이집,49,44,127.4409422,36.62410075
발산어린이집,99,60,127.4376898,36.62410077
비발디어린이집,24,23,127.4264442,36.62141565
미소어린이집,20,20,127.427723,36.62234283
선광어린이집,20,13,127.4295152,36.62280023
베르디움어린이집,32,28,127.42817838228652,36.62282798869222
키즈앤맘어린이집,35,30,127.4259835,36.62670711
꿈아이어린이집,70,61,127.42488951611872,36.62772296145744
로제비앙어린이집,31,30,127.42156040619923,36.62779880270174
강서초등학교병설유치원,58,51,127.423230386548,36.6284128609184
아가방가어린이집,20,18,127.432978,36.62887375
도담별어린이집,16,0,127.42093713109976,36.6303610170236
가경초등학교병설유치원,21,13,127.443619071088,36.6247435379933
기쁨해어린이집,20,14,127.44746694217947,36.62508500635354
경산초등학교병설유치원,17,6,127.440451418442,36.6253525597438
대원꾸러기어린이집,13,3,127.4386122881,36.625421342
이든어린이집,237,82,127.4484553,36.62569215
대원어린이집,30,16,127.4388100318,36.6263830224
꼬마대장어린이집,15,12,127.4379295208,36.6264655616
삼일좋은어린이집,20,0,127.4421975,36.6267751
가경홍익어린이집,66,44,127.4377116133,36.6274720249
새이레어린이집,35,24,127.4446742,36.62752836
초롱어린이집,13,8,127.43827193230986,36.627704259301694
푸른숲어린이집,20,6,127.44205581693612,36.62819779677296
소담어린이집,19,19,127.4392759691,36.6288972639
단비어린이집,16,4,127.43707382897414,36.628963936226384
가경유치원,200,136,127.437495781454,36.6293609578322
복대초등학교병설유치원,163,147,127.447922892129,36.6294925269785
산새소리유치원,90,73,127.437782075086,36.6298291251364
풍광초등학교병설유치원,40,22,127.435227186863,36.6298600224891
아이누리어린이집,15,10,127.4370463489,36.6300372841
보슬어린이집,19,9,127.4372484559,36.6309809277
푸른솔어린이집,28,20,127.32951105468858,36.62863501933287
흥덕구청어린이집,45,18,127.37634122498562,36.62872518977119
오송유치원,115,115,127.325573480511,36.628744338048
미호어린이집,25,9,127.3698295205548,36.62912946295022
미호유치원,60,19,127.369831093098,36.6291309899755
해오름어린이집,206,198,127.4172279,36.6301018
조은어린이집,20,10,127.32879438936531,36.63047531326625
아이캐슬어린이집,39,19,127.32879438936531,36.63047531326625
예심어린이집,36,35,127.32618808587706,36.63071316760796
보문정사유치원,150,95,127.413007204376,36.6307206709303
심텍복대어린이집,99,69,127.44874321296876,36.6365720524336
아이들세계어린이집,77,66,127.45000796926048,36.63784598444675
강남어린이집,77,57,127.4561182,36.63895705
새충북어린이집,110,58,127.4668483936,36.6410657953
예원어린이집,99,87,127.4673827,36.64200354
새청주유치원,210,118,127.47454207125,36.643999656225
별나라어린이집,57,25,127.4682301,36.64546344
봉명초등학교병설유치원,62,47,127.456443018539,36.6399400573623
LG청주어린이집,140,86,127.4534994779507,36.64377028204958
성마야어린이집,72,44,127.4597741,36.6446783
유동유치원,191,191,127.456705935038,36.6450784552532
하얀어린이집,85,72,127.4545988,36.64573436
새봄어린이집,20,15,127.4549384916,36.6465943373
예랑어린이집,20,20,127.4606387,36.6470641
SK하이닉스청주어린이집,155,109,127.4536204426,36.6483799921
봉명어린이집,95,72,127.4544778,36.64861585
봉명아이어린이집,20,20,127.4544814,36.64874384
흥덕초등학교병설유치원,17,15,127.473755331881,36.6456341886993
아이숲어린이집,19,12,127.4679491,36.6459993
꽃밭가득어린이집,19,7,127.4677451224,36.6466024114
청주숲어린이집,138,59,127.4679842,36.64951145
예지어린이집,20,13,127.4736232,36.65264655
운천초등학교병설유치원,58,41,127.473385580797,36.6544872453076
대성어린이집,90,25,127.46866013635292,36.6551342870129
운천어린이집,48,34,127.4719967,36.65611889
리틀스타어린이집,20,12,127.4687743622,36.6562656517
행복한꼬마숲어린이집,46,31,127.4224358,36.63045159
행복이가득한어린이집,20,20,127.4214672,36.63138594
아기천사어린이집,20,17,127.4331089,36.63207455
좋은어린이집,96,0,127.4288547627,36.6335273942
증안초등학교병설유치원,55,41,127.427823410833,36.6345147764796
하늘바다어린이집,19,17,127.4335505,36.63451801
삼일아이사랑어린이집,20,8,127.4347926775,36.6348683812
아름다운숲어린이집,35,29,127.43293720880597,36.63497606492916
누리우리어린이집,17,16,127.4324754,36.63551052
예음어린이집,20,19,127.4324754,36.63551052
서청주유치원,90,38,127.437228697761,36.6313031544826
서원유치원,116,89,127.442090526701,36.6317215406456
시온어린이집,95,72,127.44625175290516,36.63265158318895
새싹나라어린이집,20,12,127.4406983,36.63278902
서부종합사회복지관어린이집,49,24,127.445372906,36.6330342476
달란트어린이집,90,83,127.4372483577,36.6333382858
서청주파크자이어린이집,39,37,127.4381966,36.6333448
사랑숲어린이집,13,10,127.4449741,36.63561266
서광어린이집,69,64,127.4403505,36.6356799
시온성어린이집,20,9,127.43845641763532,36.63668605029126
맑은샘어린이집,19,18,127.4324754,36.63551052
아침햇살어린이집,20,20,127.4241494496,36.6359088056
진흥초등학교병설유치원,85,63,127.434711598405,36.6360398760353
플러스영재어린이집,17,12,127.432155,36.63665442
가온어린이집,19,12,127.432155,36.63665442
숲아이어린이집,31,28,127.4263188341,36.6367589385
아기곰어린이집,17,15,127.4299112582,36.6369298596
자연유치원,160,146,127.429909248606,36.6369304075113
늘해랑어린이집,29,29,127.4288596,36.63725059
이담어린이집,28,18,127.4250679,36.63752614
자람터어린이집,19,18,127.4250679,36.63752614
청주YMCA어린이집,90,55,127.4351481,36.63762933
지웰홈즈어린이집,20,9,127.4282323,36.63952492
도토리어린이집,20,15,127.4282323,36.63952492
예인어린이집,20,19,127.4282323,36.63952492
지웰킨더어린이집,29,29,127.4282323,36.63952492
금빛어린이집,20,20,127.4282323,36.63952492
하트리움어린이집,52,35,127.42504155213732,36.63954258777775
지웰시티유치원,250,147,127.426896042411,36.6396814892842
금호어울림1어린이집,49,46,127.4338935102,36.6404154107
공립오송어린이집,99,90,127.32326846893652,36.63517633149708
사무엘어린이집,110,80,127.4191392,36.63719728
창조어린이집,42,38,127.4198528,36.63807583
상봉초등학교병설유치원,17,10,127.286141784041,36.6382505261764
오송보건의료행정타운청아어린이집,180,113,127.32695836963656,36.63843985418763
햇살고운어린이집,32,13,127.420794,36.64035594
선해어린이집,124,98,127.3460011927,36.6409626326
오송보건의료행정타운청사어린이집,300,234,127.33549715041204,36.64260029736383
더조은어린이집,104,89,127.31128442929013,36.645740690439936
위캔어린이집,116,44,127.4099624,36.64753582
서촌초등학교병설유치원,17,9,127.399446431273,36.6505635757752
서청주어린이집,115,65,127.4152495,36.65338905
늘열린어린이집,99,39,127.41631827522272,36.65350620048968
향기어린이집,31,10,127.3692021311602,36.65697636236176
큰별어린이집,135,82,127.36526182417678,36.65814916508743
덕촌어린이집,91,68,127.3608955120837,36.66105329644981
옥산유치원,98,87,127.37284180522,36.6633195128088
가락어린이집,99,61,127.3781013150783,36.66447827316453
중앙어린이집,48,32,127.37675812058728,36.6652034318613
호산나어린이집,77,50,127.37541472575828,36.66589253091524
초원어린이집,20,8,127.43876437494472,36.637261639618856
꼬마성어린이집,33,16,127.43704778791653,36.637419339159706
아이꿈어린이집,20,16,127.4370477879,36.6374193392
아름드리유치원,250,175,127.437058756562,36.6389652770787
직지초등학교병설유치원,40,27,127.437796539349,36.6400739311256
금호어울림2어린이집,49,34,127.4363413,36.64100638
도담어린이집,99,89,127.43956189270627,36.64537967589942
예쁜둥지어린이집,19,12,127.4211974912,36.6408214272
애플트리 어린이집,20,20,127.4344162,36.64091615
솔밭초등학교병설유치원,58,57,127.426089532192,36.6416373049878
지웰서청주어린이집,55,55,127.4286205475538,36.64372542375752
지웰시티푸르지오어린이집,60,58,127.42855988910978,36.64458441805621
지웰시티어린이집,55,55,127.43175206089144,36.65502147242216
에바다몬테소리어린이집,99,47,127.37068967393816,36.66957672189479
아이뽀어린이집,20,18,127.382440098,36.6714751884
하늘채어린이집,20,18,127.382440098,36.6714751884
하늘숲어린이집,20,13,127.382440098,36.6714751884
청주소로초등학교병설유치원,102,102,127.39047157361,36.672634557692
하늘채아이사랑어린이집,37,19,127.38223827524396,36.67302059226211
자이고은별어린이집,20,20,127.39034361404232,36.67396639082723
리틀자이어린이집,20,19,127.39251121745863,36.6756488769307
별사랑어린이집,20,20,127.39151846160142,36.6762198540042
행복자이어린이집,20,20,127.39114092763884,36.67788367095794
푸른별어린이집,20,20,127.45682285045189,36.6695081678435
한사랑영아전담어린이집,99,97,127.4494202,36.66952656
지웰푸르지오라온어린이집,69,55,127.45634060745222,36.6711928661131
하나어린이집,166,129,127.4616321,36.65008401
메인빌어린이집,19,8,127.4579599967,36.6514884969
아이파크어린이집,57,56,127.4599779,36.65169598
봉덕초등학교병설유치원,40,22,127.462383857943,36.6526273719634
키파운드리 직장어린이집,120,59,127.45649640315334,36.652871036873385
키즈아이어린이집,96,75,127.4590091,36.65507289
